"Formatted ID","Name","Schedule State","Plan Estimate","Feature","Project","Direct Children Count","Release","Blocked","Parent ID"
"US199800","BDX ML : PWR TP integration ww29 TP (B-0 HCC and R-0 LCC QS TP)","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199799","BDX ML : PWR SNDT wait time optimization at class","Undefined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","PT 2 - Rave","0","Q215","False",""
"US199798","BDX ML : PWR TP integration ww27 TP","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199797","BDX ML : PWR TP integration ww25 TP","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199796","BDX ML : PWR power python script correlation","Undefined","4.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199795","BDX ML : PWR power python script development","Undefined","2.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199794","BDX ML : PWR B-0 Deconvoluation for core","Undefined","2.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199793","BDX ML : PWR B9018 PIO debug","Undefined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","PT 2 - Rave","0","Q215","False",""
"US199792","BDX ML : PWR TP integration ww23TP (M0 MCC PowerOn)","Undefined","2.0","Feature F4255: BDX ML Q215 Fully validated BDX-ML M0 test collateral in place for the ww23 PO TP","PT 2 - Rave","0","Q215","False",""
"US199791","BDX ML : PWR B9818 Debug at SORT","Undefined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","PT 2 - Rave","0","Q215","False",""
"US199790","BDX ML : PWR B9018 CLR0 debug","Undefined","2.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","PT 2 - Rave","0","Q215","False",""
"US199789","BDX ML : PWR TP integration ww21 TP Qual Ready (B-0; L0 15Patch21)","Undefined","4.0","Feature F4243: BDX ML Q215 L0 EP4S ES2 Complete in ww15-patch21 TP","PT 2 - Rave","0","Q215","False",""
"US199788","BDX ML : PWR Check power module in FQA/Qual/cold socket","Undefined","1.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199787","BDX ML : PWR B9018 CCR validation data collection","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199786","BDX ML : PWR TP integration ww19 TP (B-0; A2/L0 15Patch19, A2 11Patch19; R0 LCC PowerOn)","Undefined","8.0","Feature F4243: BDX ML Q215 L0 EP4S ES2 Complete in ww15-patch21 TP","PT 2 - Rave","0","Q215","False",""
"US199785","BDX ML : PWR remove used data collection at SORT & Class","Undefined","2.0","Feature F4251: BDX ML Q215 BDX-ML Content matchining between sort and class","PT 2 - Rave","0","Q215","False",""
"US199784","BDX ML : PWR LCC Plist check in with PCAR","Undefined","2.0","Feature F4253: BDX ML Q215 Fully validated BDX-ML R0 test collateral in place for the ww19 PO TP","PT 2 - Rave","0","Q215","False",""
"US199783","BDX ML : PWR Merge the SORT & Class in ww19 TP","Undefined","4.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199782","BDX ML : PWR Implement Parallel Direct Current measurement","Undefined","4.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","PT 2 - Rave","0","Q215","False",""
"US199781","BDX ML : PWR Cdyn kill limit adjustment","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199780","BDX-ML : THRM BDX-P Prochot/ Catrip  system to tester correlation","Undefined","4.0","Feature F4238: BDX-P Q215 Complete test plan for BDX-P and implement into the ww29TP","PT 2 - Rave","0","Q215","False",""
"US199779","BDX-ML : THRM BDX-P --HVM Test temperature  Theraml control with LCT","Undefined","4.0","Feature F4238: BDX-P Q215 Complete test plan for BDX-P and implement into the ww29TP","PT 2 - Rave","0","Q215","False",""
"US199778","BDX-ML : THRM BDX-P -- Thermal profile with LCT & Auto-Rob","Undefined","4.0","Feature F4238: BDX-P Q215 Complete test plan for BDX-P and implement into the ww29TP","PT 2 - Rave","0","Q215","False",""
"US199777","BDX ML : THRM Thermal Tunning --  review ww21TP TT data and recommend deployment in ww25TP.","Undefined","4.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199776","BDX ML : THRM Thermal Tunning --  review ww19TP TT data and suggest recipe for ww21 TP","Undefined","4.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199775","BDX ML : THRM Thermal Tunning --  build Thermal Tunning into  ww19 TP release","Defined","4.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199774","BDX ML : THRM Thermal Tunning -- request all collateral in ww19 base TP (due 17.1 to TPI)","Undefined","2.0","Feature F4245: BDX ML Q215 Complete BDX-ML TPV correlation to validate QS criteria  (needed by what date??)","PT 1 - Rave","0","Q215","False",""
"US199773","BDX ML : THRM Verify Handler Recipe for on ww19 TP (R0 LCC)","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199772","BDX ML : THRM Verify Handler Recipe for on ww17 TP","Defined","2.0","Feature F4243: BDX ML Q215 L0 EP4S ES2 Complete in ww15-patch21 TP","PT 2 - Rave","0","Q215","False",""
"US199771","BDX ML : THRM Cat Trip system vs. tester correlation (LCC)","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199770","BDX ML : THRM Cat Trip system vs. tester correlation (MCC)","Undefined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","PT 2 - Rave","0","Q215","False",""
"US199769","BDX ML : THRM Cat Trip system vs. tester correlation (HCC)","Undefined","2.0","Feature F4279: Q215 Rave Train Standardization and Continuous Improvement","PT 2 - Rave","0","Q215","False",""
"US199768","BDX ML : THRM Implement DTS Quardartic equation based HVM data (MCC/LCC)","Undefined","4.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199767","BDX ML : THRM Characterize DTS Quardartic equation based HVM data (HCC)","Undefined","4.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199766","BDX ML : THRM Proc-hot system vs. tester correlation (LCC)","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199765","BDX ML : THRM Proc-hot system vs. tester correlation (MCC)","Undefined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","PT 2 - Rave","0","Q215","False",""
"US199764","BDX ML : THRM Proc-hot system vs. tester correlation (HCC)","Defined","2.0","Feature F4245: BDX ML Q215 Complete BDX-ML TPV correlation to validate QS criteria  (needed by what date??)","PT 1 - Rave","0","Q215","False",""
"US199763","BDX ML : THRM module integration ww31 (M-0 MCC QS TP)","Undefined","2.0","Feature F4256: BDX ML Q215 M0 EP QS Complete in ww31TP","PT 2 - Rave","0","Q215","False",""
"US199762","BDX ML : THRM module integration ww29 (B-0 HCC and R-0 LCC QS TP)","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199761","BDX ML : THRM module integration ww27","Undefined","2.0","Feature F4254: BDX ML Q215 R0 EP Pre-QS Complete in ww29TP","PT 2 - Rave","0","Q215","False",""
"US199760","BDX ML : THRM Implement DTS die recovery at SORT","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199759","BDX ML : THRM module integration ww25","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199758","BDX ML : THRM module integration ww23 (M0 MCC PowerOn)","Undefined","2.0","Feature F4255: BDX ML Q215 Fully validated BDX-ML M0 test collateral in place for the ww23 PO TP","PT 2 - Rave","0","Q215","False",""
"US199757","BDX ML : THRM module integration ww21 Qual Ready (B-0; L0 15Patch21)","Undefined","4.0","Feature F4243: BDX ML Q215 L0 EP4S ES2 Complete in ww15-patch21 TP","PT 2 - Rave","0","Q215","False",""
"US199756","BDX ML : THRM Implement Qual flow","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199755","BDX ML : THRM Implement QA flow","Undefined","2.0","Feature F4246: BDX ML Q215 Content deployed at QS levels","PT 2 - Rave","0","Q215","False",""
"US199754","BDX ML : THRM module integration ww19 (B-0; A2/L0 15Patch19, A2 11Patch19; R0 LCC PowerOn)","Undefined","4.0","Feature F4253: BDX ML Q215 Fully validated BDX-ML R0 test collateral in place for the ww19 PO TP","PT 2 - Rave","0","Q215","False",""
"US199753","BDX ML : THRM Debug A-2 BGTrim failure (b6412) at SORT","Defined","4.0","Feature F4239: BDX ML Q215 A2 EP4S ES2 Complete in ww11-patch19 TP","PT 1 - Rave","0","Q215","False",""
"US199565","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199564","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199563","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199562","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199561","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199559","[BDX-ML] TP integration","Undefined","4.0","Feature F4248: BDX ML Q215 Release BDX-ML PPV TP to support QS / DP config","MPV 1 - Rave","0","Q215","False",""
"US199552","[SKX] SKX Fusion release","Undefined","4.0","Feature F4102: SKX Q215 Support future SKX manufacturing development as needed","MPV 1 - Rave","0","Q215","False",""
"US199551","[SKX] SKX Fusion release","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MPV 1 - Rave","0","Q215","False",""
"US199549","[SKX] SKX Fusion release","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MPV 1 - Rave","0","Q215","False",""
"US199548","[SKX] SKX Fusion release","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MPV 1 - Rave","0","Q215","False",""
"US199547","[SKX] SKX Fusion release","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MPV 1 - Rave","0","Q215","False",""
"US199546","[SKX] SKX Fusion release","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MPV 1 - Rave","0","Q215","False",""
"US199545","[HSX] TP functionility POC with BDX-ML collaterals","Undefined","8.0","","MPV 1 - Rave","0","Q215","False",""
"US199510","BDX-ML: LCC Plist generation","Defined","4.0","Feature F4253: BDX ML Q215 Fully validated BDX-ML R0 test collateral in place for the ww19 PO TP","Func Module - Rave","0","Q215","False",""
"US199517","BDX-ML: MCC M0 FC VTPSim","Defined","4.0","Feature F4255: BDX ML Q215 Fully validated BDX-ML M0 test collateral in place for the ww23 PO TP","Func Module - Rave","0","Q215","False",""
"US199515","BDX-ML: LCC VTPSim FC","In-Progress","4.0","Feature F4253: BDX ML Q215 Fully validated BDX-ML R0 test collateral in place for the ww19 PO TP","Func Module - Rave","0","Q215","False",""
"US198543","BDX-ML TP Validation Report: CLASS - s35","Defined","4.0","Feature F4239: BDX ML Q215 A2 EP4S ES2 Complete in ww11-patch19 TP","Yield PHI - Rave","0","Q215","False",""
"US198702","BDX-ML: Weekly yield report s35","Defined","8.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Yield PHI - Rave","0","Q215","False",""
"US199335","BDX-ML: Daily Yield Monitor  -s35","Defined","8.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Yield PHI - Rave","0","Q215","False",""
"US199439","BDX-ML: Analyze Core Downbin sort/class","Defined","4.0","Feature F4252: BDX ML Q215 Drive to BDX-ML QS PHI targets  (or de-commit if required)","Yield PHI - Rave","0","Q215","False",""
"US199427","SKX: Analyze tests on Monitor Mode -s36","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Yield PHI - Rave","0","Q215","False",""
"US199425","SKX: Analyze Repair data Sort/Class","Undefined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Yield PHI - Rave","0","Q215","False",""
"US199423","SKX: Analyze Core Downbin sort/class","Undefined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","Yield PHI - Rave","0","Q215","False",""
"US199422","SKX: Analyze Core Downbin sort/class","Undefined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","Yield PHI - Rave","0","Q215","False",""
"US199421","[SKX] [DDR] SKX Q215 Modules ready for ES1","In-Progress","68.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","19","","False",""
"US200565","[SKX] [DDR] [F4096] Content Optimization #2","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200564","[SKX] [DDR] [F4096] DC Param characterization round#3","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200563","[SKX] [DDR] [F4096] Plist Re-Generation Sustaining #5","Defined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200538","[SKX] [DDR] [F4099] Review HVQK TP flow and validation requirements","Defined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199729","[SKX] [DDR] [F4096] DDR4 aciolb clk","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199727","[SKX] [DDR] [F4096] DDR4 aciolb cmd/ctrl","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199726","[SKX] [DDR] [F4096] DDR aciolb data","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199687","[SKX] [DDR] [F4099] Implement HVQK TP flow and validation","Defined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199599","[SKX] [DDR] [F4096] Content debug","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199598","[SKX] [DDR] [F4096] Content validation","Defined","2.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199593","[SKX] [DDR] [F4096] Test Program Validation","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199592","[SKX] [DDR] [F4096] Test Program Integration","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200719","[SKX]IODV TP Readiness","In-Progress","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200722","[SKX]IODV TP Readiness","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200725","[SKX]IODV TP Readiness","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200728","[SKX]IODV TP Debug","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200737","[SKX]IODV TP Debug","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200741","[SKX]IODV TP Debug","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US200744","[SKX]IODV TP Debug","Defined","4.0","Feature F4099: SKX Q215 Modules ready for ES1","MIO - Rave","0","Q215","False","US199421"
"US199417","[SKX] [DDR] 1st XCC -F samples delivered","Defined","8.0","Feature F4098: SKX Q215 1st XCC -F samples delivered","MIO - Rave","2","","False",""
"US200539","[SKX] [DDR] [F4098] Align MIO module for UTP","Defined","4.0","Feature F4098: SKX Q215 1st XCC -F samples delivered","MIO - Rave","0","Q215","False","US199417"
"US199662","[SKX] [DDR] [F4098] Align MIO module for UTP","Defined","4.0","Feature F4098: SKX Q215 1st XCC -F samples delivered","MIO - Rave","0","Q215","False","US199417"
"US199416","SKX: Analyze tests on Monitor Mode -s39","Undefined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","Yield PHI - Rave","0","Q215","False",""
"US199415","[SKX] [DDR] Validation samples delivered per PDT requirement","Defined","6.0","Feature F4097: SKX Q215 Validation samples delivered per PDT requirement","MIO - Rave","2","","False",""
"US199733","[SKX] [DDR] [F4097] DDR4 @2400 validation","Defined","2.0","Feature F4097: SKX Q215 Validation samples delivered per PDT requirement","MIO - Rave","0","Q215","False","US199415"
"US199731","[SKX] [DDR] [F4097] DDR4 @2400 optimization and deployment","Defined","4.0","Feature F4097: SKX Q215 Validation samples delivered per PDT requirement","MIO - Rave","0","Q215","False","US199415"
"US199398","[SKX] [DDR] Release sort, class & PPV test programs with 80/100 content deployed","In-Progress","218.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","55","","False",""
"US201315","[SKX] [DDR] [F4096] Content validation","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US201311","[SKX] [DDR] [F4096] Content generation","Undefined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200561","[SKX] [DDR] [F4096] Content Optimization #1","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200560","[SKX] [DDR] [F4096] DC Param characterization round#2","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200559","[SKX] [DDR] [F4096] Plist Re-Generation Sustaining #4","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200558","[SKX] [DDR] [F4096] Python Code Completion and Optimization #4","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200557","[SKX] [DDR] [F4096] DC Param characterization round#1","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200556","[SKX] [DDR] [F4096] Plist Re-Generation Sustaining #3","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200555","[SKX] [DDR] [F4096] DC Param Debug and Optimization #2","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200554","[SKX] [DDR] [F4096] Plist Re-Generation Sustaining #2","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200553","[SKX] [DDR] [F4096] Python Code Completion and Optimization #3","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200552","[SKX] [DDR] [F4096] DC Param Debug and Optimization #1","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200551","[SKX] [DDR] [F4096] CLASS PO debug","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200550","[SKX] [DDR] [F4096] Plist Re-Generation Sustaining #1","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200549","[SKX] [DDR] [F4096] Python Code Completion and Optimization #2","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200548","[SKX] [DDR] [F4096] DC Param PO Plist Generation Support","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200547","[SKX] [DDR] [F4096] PO content readiness","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200546","[SKX] [DDR] [F4096] Content generation and Optimization - BSCAN","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200545","[SKX] [DDR] [F4096] Python Code Completion and Optimization #1","Accepted","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200544","[SKX] [DDR] [F4096] ACIOLB PO Plist Generation Support","Completed","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200542","[SKX] [DDR] [F4096] Content Re-gen and Optimization - VIX","In-Progress","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US200541","[SKX] [DDR] [F4096] Content generation and Optimization - VOX/LKG","In-Progress","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199724","[SKX] [DDR] [F4096] DDR4 aciolb clk analysis","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199723","[SKX] [DDR] [F4096] DDR4 aciolb cmd/ctrl analysis","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199722","[SKX] [DDR] [F4096] DDR4 aciolb data debug at max speed (2667)","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199721","[SKX] [DDR] [F4096] DDR4 aciolb characterization","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199720","[SKX] [DDR] [F4096] DDR4 aciolb clk","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199719","[SKX] [DDR] [F4096] DDR4 aciolb cmd/ctrl","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199718","[SKX] [DDR] [F4096] DDR4 aciolb data debug","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199714","[SKX] [DDR] [F4096] Content generation","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199709","[SKX] [DDR] [F4096] SORT PO debug","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199708","[SKX] [DDR] [F4096] CLASS PO debug","Defined","8.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199700","[SKX] [DDR] [F4096] SORT PO support","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199699","[SKX] [DDR] [F4096] PO content readiness","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199697","[SKX] [DDR] [F4096] Content generation CMD/CTRL","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199696","[SKX] [DDR] [F4096] Content generation DDRINIT","In-Progress","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199695","[SKX] [DDR] [F4096] Content generation CLKS","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199694","[SKX] [DDR] [F4096] Content generation CMD/CTRL","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199693","[SKX] [DDR] [F4096] Content generation ACIOLB DATA","In-Progress","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199597","[SKX] [DDR] [F4096] Content debug","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199596","[SKX] [DDR] [F4096] Content validation","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199595","[SKX] [DDR] [F4096] Content validation","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199594","[SKX] [DDR] [F4096] Content debug","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199591","[SKX] [DDR] [F4096] Test Program Validation","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199590","[SKX] [DDR] [F4096] Test Program Integration","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199588","[SKX] [DDR] [F4096] Test Program Validation","Defined","2.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
"US199587","[SKX] [DDR] [F4096] Test Program Integration","Defined","4.0","Feature F4096: SKX Q215 Release sort, class & PPV test programs with 80/100 content deployed","MIO - Rave","0","Q215","False","US199398"
